application_id,application_channel,product_applied,requested_limit,city_tier,state,residence_type,residence_stability,existing_bank_rel,num_existing_products,preferred_lang,employer_category,employment_type,years_in_current_job,total_work_exp_years,gross_annual_income,net_monthly_income,income_proof_type,income_verified_flag,salary_account_flag,avg_monthly_credit,income_stability_score,employer_stability_score,bureau_score,bureau_score_vintage,num_active_loans,num_active_cards,num_closed_loans,total_active_balance,total_credit_limit_bureau,bureau_utilization,credit_age_oldest,credit_age_newest,credit_age_avg,num_inquiries_1m,num_inquiries_3m,num_inquiries_6m,dpd_30_ever,dpd_60_ever,dpd_90_ever,written_off_ever,settled_ever,num_delinquent_now,home_loan_flag,home_loan_emi,personal_loan_flag,personal_loan_emi,auto_loan_flag,auto_loan_emi,total_existing_emi,foir,num_credit_cards_existing,total_card_limit_existing,banking_vintage_months,avg_monthly_balance,min_monthly_balance,balance_stability,fixed_deposit_flag,fd_amount,investment_flag,premium_banking_flag,internal_app_score,bureau_score_segment,debt_to_income_ratio,repayment_capacity,leverage_ratio,credit_to_income,payment_track_score,relationship_score,fraud_risk_score,policy_override_flag,approved,credit_limit_assigned
304825,DSA,Gold,50000,Tier3,WB,Rented,32,0,0,Hindi,SME,Business-Owner,7.4,8.3,3287195,211627,Form16,1,0,2843,73.6,23.1,446,7,6,4,3,3110257,1195515,1.5,219,35,127,1,5,8,1,0,0,0,0,2,1,52505,0,0,1,21128,73633,0.348,0,0,0,0,0,0.0,1,942866,0,0,510.9,Very Poor,0.946,0.652,0.946,0.364,0.345,0.525,27.3,0,0,0
304826,Online,Gold,150000,Tier1,DL,Rented,39,1,3,Hindi,Gig,Salaried,1.1,1.7000000000000002,4485473,274305,CA-Certificate,1,1,247019,94.1,25.8,705,42,3,1,1,3997358,1143957,1.5,140,2,71,2,6,6,1,1,0,0,0,0,1,51613,0,0,0,0,51613,0.188,0,0,118,199579,117740,0.765,1,219516,0,1,125.0,Fair,0.891,0.812,0.891,0.255,0.151,0.818,6.0,0,1,315000
304827,Online,Platinum,150000,Tier1,KA,Owned,73,1,3,Hindi,Large-Private,Salaried,4.5,7.5,1633532,89643,None,1,1,82103,68.1,82.3,314,11,7,0,2,1090142,891751,1.222,32,32,32,3,3,5,0,0,0,0,0,2,0,0,1,25157,1,5312,30469,0.34,2,289465,67,148105,108730,0.497,0,0,0,0,558.9,Very Poor,0.667,0.66,0.667,0.546,0.793,0.859,1.2,0,0,0
304828,DSA,Platinum,75000,Tier3,KA,Owned,56,1,3,English,Gig,Salaried,6.8,7.9,3607553,210922,CA-Certificate,1,1,200518,79.5,63.4,594,13,3,1,1,3925857,889781,1.5,235,29,132,4,8,11,1,1,0,0,0,2,1,59667,1,20968,0,0,80635,0.382,1,370098,18,423808,312699,0.394,0,0,0,0,963.4,Poor,1.088,0.618,1.088,0.247,0.273,0.473,1.8,0,0,0
304829,Pre-approved,Classic,100000,Tier3,UP,Rented,77,1,1,English,SME,Salaried,5.2,7.800000000000001,1801137,102291,Form16,0,1,109879,62.7,88.0,683,54,1,0,1,4871474,1752350,1.5,197,8,102,2,4,6,0,0,0,0,0,2,0,0,1,7517,0,0,7517,0.073,2,413895,30,178628,65718,0.603,0,0,0,0,528.0,Fair,2.705,0.927,2.705,0.973,0.966,0.961,0.1,1,1,75000
304830,DSA,Gold,75000,Tier2,KA,Owned,105,1,3,Regional,Govt,Professional,5.5,6.5,4437204,266830,ITR,1,1,285860,88.5,73.4,727,20,1,1,7,3236318,653901,1.5,178,8,93,2,6,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,2,118555,31,129119,67624,0.577,1,97990,0,0,87.4,Good,0.729,1.0,0.729,0.147,0.884,0.687,4.7,0,1,210000
304831,Branch,Platinum,150000,Tier1,UP,Rented,20,1,1,Regional,Govt,Self-Employed,2.5,2.9,4848337,273359,CA-Certificate,1,0,13714,84.6,55.3,325,28,2,3,9,2956649,56349,1.5,37,14,25,3,6,8,0,0,0,0,0,0,1,37603,0,0,1,8261,45864,0.168,2,370737,34,309173,210544,0.493,1,205006,0,0,604.5,Very Poor,0.61,0.832,0.61,0.012,0.772,0.771,19.7,0,0,0
304832,Pre-approved,Classic,150000,Tier2,GJ,Family-owned,112,1,4,Hindi,Large-Private,Salaried,2.5,6.2,814456,50889,Form16,1,1,51457,96.0,46.2,428,44,4,0,3,522076,1318594,0.396,185,14,99,4,5,6,1,0,1,0,0,2,1,68079,0,0,0,0,68079,1.338,0,0,30,340716,263513,0.828,1,307032,0,0,698.6,Very Poor,0.641,0.0,0.641,1.619,0.304,0.609,23.7,1,0,0
304833,Online,Platinum,150000,Tier2,MH,Rented,118,1,2,Hindi,Large-Private,Self-Employed,0.2,0.6000000000000001,4881031,319225,Bank-Statement,1,1,288346,54.9,79.6,682,36,2,1,2,3373389,1789170,1.5,182,5,93,1,5,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,3,58510,20,490444,192016,0.862,0,0,0,0,187.3,Fair,0.691,1.0,0.691,0.367,0.486,0.308,8.1,0,0,0
304834,Pre-approved,Signature,100000,Tier3,WB,Owned,65,0,0,Hindi,PSU,Business-Owner,0.4,1.6,3021151,180910,None,1,1,192832,52.3,19.3,720,35,6,0,0,1277744,479568,1.5,25,34,29,3,4,8,1,1,1,0,1,1,0,0,0,0,0,0,0,0.0,2,492409,0,0,0,0.0,0,0,0,1,820.5,Fair,0.423,1.0,0.423,0.159,0.241,0.308,7.9,0,1,305000
304835,DSA,Classic,50000,Tier2,Others,Owned,83,1,4,Hindi,Self-Employed,Self-Employed,4.5,4.8,4691600,301466,Bank-Statement,1,1,275874,86.2,73.1,311,17,0,4,9,1165213,1424866,0.818,13,19,16,0,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,4,41288,47,480099,350638,0.761,1,17270,0,1,688.2,Very Poor,0.248,1.0,0.248,0.304,0.355,0.843,3.8,0,0,0
304836,DSA,Gold,200000,Tier1,KA,Company-provided,71,1,1,Regional,Govt,Business-Owner,6.3,6.7,1671121,91601,ITR,0,1,88119,69.8,79.1,392,42,3,0,2,1859130,1608817,1.156,237,22,129,4,6,9,0,0,0,0,0,0,0,0,0,0,1,21399,21399,0.234,3,434158,48,401449,166452,0.732,0,0,0,0,305.6,Very Poor,1.113,0.766,1.113,0.963,0.693,0.681,10.4,0,0,0
304837,Branch,Gold,100000,Tier1,GJ,Rented,40,0,0,Hindi,Large-Private,Salaried,0.5,2.8,3829785,219525,CA-Certificate,0,1,215558,74.2,86.6,766,8,6,2,1,1960450,1460947,1.342,125,6,65,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,368425,0,0,0,0.0,0,0,0,0,472.7,Good,0.512,1.0,0.512,0.381,0.603,0.142,9.3,0,1,10000
304838,DSA,Classic,50000,Tier2,GJ,Company-provided,78,0,0,English,SME,Professional,3.8,4.3,4663238,262605,Bank-Statement,0,1,241683,64.7,53.8,734,51,4,3,9,3458889,351075,1.5,235,32,133,4,8,8,0,0,0,0,0,2,0,0,0,0,1,13481,13481,0.051,3,224678,0,0,0,0.0,1,921632,1,0,27.7,Good,0.742,0.949,0.742,0.075,0.42,0.126,1.1,0,0,0
304839,Pre-approved,Classic,100000,Tier1,GJ,Owned,0,1,4,Hindi,Large-Private,Salaried,3.2,5.5,1490605,85832,CA-Certificate,1,0,44239,69.4,60.5,374,24,0,1,4,241166,1316050,0.183,202,21,111,3,3,3,1,0,0,0,0,1,1,44128,0,0,0,0,44128,0.514,3,316348,15,82817,38167,0.632,1,441390,0,0,917.4,Very Poor,0.162,0.486,0.162,0.883,0.225,0.666,0.0,0,1,70000
304840,Online,Platinum,150000,Tier2,RJ,Owned,61,1,3,Hindi,Gig,Professional,3.0,6.1,1278481,77244,Form16,1,1,73500,58.3,43.6,420,29,1,3,9,3277133,1475310,1.5,201,2,101,4,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3,319386,20,229738,110879,0.573,1,894106,0,0,990.1,Very Poor,2.563,1.0,2.563,1.154,0.566,0.641,17.0,0,1,10000
304841,Online,Gold,75000,Tier3,RJ,Family-owned,116,1,1,Regional,PSU,Salaried,2.1,2.7,271126,17940,ITR,1,1,19113,53.6,56.7,302,33,7,4,9,433257,1544729,0.28,41,22,31,2,3,5,1,0,1,0,0,0,1,46320,0,0,1,20792,67112,2.0,4,142811,6,16762,13348,0.683,1,753687,0,0,266.0,Very Poor,1.598,0.0,1.598,5.697,0.317,0.737,25.1,0,0,0
304842,Branch,Platinum,75000,Tier3,DL,Owned,62,0,0,Regional,Govt,Self-Employed,1.6,3.6,946894,61275,Bank-Statement,1,0,14900,64.6,49.0,687,47,3,1,1,4435214,565742,1.5,186,34,110,4,7,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,2,390831,0,0,0,0.0,1,639747,0,0,608.4,Fair,4.684,1.0,4.684,0.597,0.585,0.389,6.2,0,1,75000
304843,Online,Platinum,200000,Tier1,Others,Owned,73,0,0,English,Self-Employed,Business-Owner,1.4,2.2,4218771,278332,CA-Certificate,1,1,274443,58.5,78.2,634,48,6,1,7,475347,536033,0.887,205,30,117,1,4,8,0,0,0,1,0,1,1,68682,0,0,0,0,68682,0.247,0,0,0,0,0,0.0,0,0,0,0,818.4,Poor,0.113,0.753,0.113,0.127,0.268,0.603,0.1,0,0,0
304844,Branch,Gold,50000,Tier3,MH,Family-owned,30,1,3,English,Large-Private,Professional,0.8,4.8999999999999995,1869216,118792,Form16,1,1,125220,76.8,54.9,512,33,5,2,0,3831438,1859055,1.5,72,25,48,0,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,4,232661,68,247952,180128,0.641,1,739252,0,0,688.9,Very Poor,2.05,1.0,2.05,0.995,0.431,0.794,0.0,0,1,10000
304845,Pre-approved,Classic,75000,Tier2,DL,Family-owned,89,0,0,Hindi,Large-Private,Business-Owner,1.8,1.9000000000000001,3328802,214656,ITR,0,1,207258,88.2,46.6,741,22,7,2,8,4418214,1412485,1.5,15,32,23,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,2,454916,0,0,0,0.0,0,0,0,0,672.9,Good,1.327,1.0,1.327,0.424,0.598,0.409,16.3,0,1,350000
304846,Pre-approved,Platinum,50000,Tier2,AP,Rented,25,1,4,English,Self-Employed,Salaried,4.9,5.4,3935740,236816,Bank-Statement,1,0,32421,85.6,82.4,738,50,5,2,9,195279,122812,1.5,46,18,32,4,7,10,0,0,0,0,0,2,1,41983,1,26387,0,0,68370,0.289,4,131974,38,341562,142180,0.89,0,0,0,0,478.2,Good,0.05,0.711,0.05,0.031,0.622,0.746,2.0,0,1,45000
304847,Online,Gold,75000,Tier3,TN,Family-owned,40,1,2,Hindi,SME,Salaried,0.3,0.3,3182172,188220,Form16,1,1,191414,70.9,58.3,372,47,3,3,7,303707,884150,0.344,161,13,87,2,4,7,1,0,0,0,0,0,0,0,0,0,1,5511,5511,0.029,1,230191,90,109185,39985,0.731,1,635104,0,1,411.3,Very Poor,0.095,0.971,0.095,0.278,0.249,0.685,5.4,0,1,290000
304848,DSA,Platinum,100000,Tier2,KA,Owned,11,1,3,English,Large-Private,Salaried,6.3,6.7,2899728,181137,ITR,0,0,34783,59.3,68.9,606,20,2,1,3,1088509,1596828,0.682,72,28,50,0,0,1,0,0,1,0,0,0,0,0,1,19855,0,0,19855,0.11,0,0,8,383361,115282,0.643,1,705745,0,0,707.5,Poor,0.375,0.89,0.375,0.551,0.766,0.467,18.1,0,0,0
304849,Online,Gold,25000,Tier1,GJ,Rented,81,0,0,Regional,Self-Employed,Business-Owner,5.5,6.2,3153881,192349,Form16,1,1,204010,83.5,8.8,827,10,6,2,8,2057758,942979,1.5,222,22,122,4,8,12,0,1,0,0,1,1,0,0,1,5259,0,0,5259,0.027,3,31732,0,0,0,0.0,1,629207,0,0,629.6,Excellent,0.652,0.973,0.652,0.299,0.845,0.782,6.8,0,0,0
304850,Online,Platinum,200000,Tier3,KA,Rented,80,1,1,Regional,Self-Employed,Business-Owner,3.1,4.2,4090556,253502,ITR,0,0,17542,59.4,28.6,661,7,5,1,3,4940859,730770,1.5,110,34,72,0,0,2,0,0,0,0,0,2,0,0,1,23721,1,17063,40784,0.161,3,279802,39,465163,327819,0.812,0,0,0,0,508.7,Fair,1.208,0.839,1.208,0.179,0.702,0.763,6.7,0,0,0
304851,DSA,Signature,100000,Tier3,GJ,Rented,118,0,0,English,PSU,Self-Employed,3.7,5.1,3397504,220769,Form16,0,1,210881,64.4,22.4,431,8,2,1,7,2471809,691367,1.5,57,13,35,1,2,6,0,0,0,0,0,1,0,0,0,0,1,16857,16857,0.076,3,103,0,0,0,0.0,1,63734,0,0,611.6,Very Poor,0.728,0.924,0.728,0.203,0.239,0.415,16.0,0,0,0
304852,Online,Platinum,50000,Tier3,Others,Rented,23,1,3,Hindi,Gig,Salaried,0.0,4.2,3783428,250473,ITR,1,0,4445,63.7,32.7,321,36,0,3,5,4699533,821836,1.5,44,9,26,4,6,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,454722,7,155237,98181,0.593,0,0,0,0,486.2,Very Poor,1.242,1.0,1.242,0.217,0.496,0.848,18.1,0,1,10000
304853,Online,Classic,50000,Tier1,RJ,Family-owned,16,0,0,Hindi,Gig,Salaried,3.9,4.2,2219893,141877,Bank-Statement,1,0,7900,75.6,46.3,594,55,4,3,0,2564177,936849,1.5,32,32,32,3,7,11,0,0,0,0,0,2,0,0,1,17576,0,0,17576,0.124,4,64626,0,0,0,0.0,0,0,0,0,7.0,Poor,1.155,0.876,1.155,0.422,0.706,0.506,2.7,0,0,0
304854,Branch,Platinum,150000,Tier2,MH,Company-provided,56,1,3,English,Self-Employed,Business-Owner,5.7,6.6000000000000005,2587492,153701,Form16,1,1,158828,52.9,88.3,431,45,5,2,4,4086295,53618,1.5,117,29,73,3,3,3,0,0,0,0,0,2,0,0,1,15460,0,0,15460,0.101,0,0,92,24434,8249,0.813,1,263757,1,1,518.6,Very Poor,1.579,0.899,1.579,0.021,0.651,0.895,10.0,0,1,335000
304855,DSA,Gold,75000,Tier2,TN,Owned,90,1,1,Hindi,Self-Employed,Self-Employed,0.9,1.5,3736504,245182,Form16,1,1,229322,81.8,25.3,837,6,3,2,8,211293,1568607,0.135,186,14,100,0,2,5,0,1,0,0,1,0,1,29289,0,0,0,0,29289,0.119,2,77358,113,209431,87706,0.483,1,329012,0,0,53.5,Excellent,0.057,0.881,0.057,0.42,0.367,0.656,0.5,0,1,425000
304856,Online,Gold,100000,Tier3,WB,Rented,55,0,0,English,Self-Employed,Salaried,0.7,0.8999999999999999,824179,50746,Form16,1,0,30682,46.4,57.1,416,49,0,0,7,1273678,1055515,1.207,140,21,80,3,5,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,4,286082,0,0,0,0.0,0,0,0,0,847.0,Very Poor,1.545,1.0,1.545,1.281,0.132,0.298,5.3,0,0,0
304857,Online,Classic,300000,Tier1,TN,Family-owned,9,0,0,Hindi,Large-Private,Business-Owner,1.7,6.7,4278356,246414,Form16,1,1,249043,48.4,89.0,381,58,2,4,4,783417,383328,1.5,93,17,55,0,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1,4660,0,0,0,0.0,0,0,0,0,412.6,Very Poor,0.183,1.0,0.183,0.09,0.125,0.439,9.9,0,0,0
304858,DSA,Signature,100000,Tier1,RJ,Rented,74,1,4,Hindi,SME,Salaried,0.9,1.2,292404,16926,ITR,1,1,18424,56.6,48.6,465,7,7,1,5,1343050,23738,1.5,226,32,129,0,0,3,0,0,0,0,0,2,0,0,1,21426,0,0,21426,1.266,0,0,77,375824,158612,0.676,0,0,0,0,567.1,Very Poor,4.593,0.0,4.593,0.081,0.753,0.866,5.8,0,0,0
304859,DSA,Classic,100000,Tier1,AP,Family-owned,29,1,1,Regional,Large-Private,Salaried,0.3,1.9000000000000001,4012263,260201,Bank-Statement,1,1,251731,24.1,76.0,725,46,2,2,9,4822878,691332,1.5,103,23,63,1,5,8,0,0,0,0,0,0,1,48011,1,10666,0,0,58677,0.226,4,328437,108,181961,73356,0.373,0,0,1,1,160.3,Good,1.202,0.774,1.202,0.172,0.951,0.671,3.8,0,1,325000
304860,Online,Classic,50000,Tier3,WB,Family-owned,106,1,4,English,Govt,Self-Employed,3.6,4.4,2851473,185159,ITR,1,0,31077,52.7,45.4,505,8,7,3,7,4790630,1999075,1.5,93,25,59,3,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,8,222339,106987,0.762,0,0,1,1,800.3,Very Poor,1.68,1.0,1.68,0.701,0.317,0.802,7.1,0,0,0
304861,Online,Classic,100000,Tier3,TN,Rented,96,0,0,Hindi,Self-Employed,Salaried,2.9,3.1999999999999997,2743013,157562,Form16,1,1,156053,88.2,25.4,748,10,4,0,0,2677494,1767080,1.5,197,24,110,4,4,8,0,0,0,1,0,0,0,0,1,5013,0,0,5013,0.032,2,393583,0,0,0,0.0,0,0,0,0,311.8,Good,0.976,0.968,0.976,0.644,0.551,0.548,15.5,0,0,0
304862,DSA,Signature,500000,Tier2,GJ,Owned,119,1,4,Hindi,Large-Private,Business-Owner,0.9,1.0,2396537,157454,ITR,0,1,142861,36.0,61.4,636,56,1,4,7,4366251,1907693,1.5,41,23,32,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4,381551,7,118895,68451,0.249,0,0,0,0,0.2,Poor,1.822,1.0,1.822,0.796,0.406,0.724,3.2,0,0,0
304863,DSA,Gold,150000,Tier3,KA,Rented,11,1,4,Hindi,Self-Employed,Salaried,1.0,9.0,3342521,189976,None,1,1,181751,64.3,60.1,713,51,2,1,4,744722,702507,1.06,223,28,125,1,1,4,1,0,0,0,0,0,1,26964,0,0,0,0,26964,0.142,4,141130,101,406759,313285,0.925,1,94137,1,1,297.2,Fair,0.223,0.858,0.223,0.21,0.693,0.599,10.7,0,1,135000
304864,Branch,Classic,100000,Tier2,UP,Family-owned,41,1,3,English,Govt,Professional,4.1,6.699999999999999,2762768,159137,None,1,1,144633,87.6,99.3,605,53,5,0,1,215560,448407,0.481,69,35,52,2,6,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,45,135702,96621,0.872,0,0,0,1,459.5,Poor,0.078,1.0,0.078,0.162,0.14,0.605,12.7,0,1,120000
304865,Pre-approved,Platinum,25000,Tier2,GJ,Owned,79,1,2,Regional,PSU,Salaried,0.5,0.8,3333578,192213,ITR,1,1,202908,48.9,53.3,731,31,0,3,1,1559303,1472610,1.059,72,24,48,0,2,2,0,0,0,0,0,0,1,61419,0,0,0,0,61419,0.32,0,0,119,255888,113431,0.451,1,69736,1,1,277.2,Good,0.468,0.68,0.468,0.442,0.919,0.7,4.8,0,1,130000
304866,Branch,Platinum,75000,Tier2,Others,Owned,100,1,4,English,PSU,Salaried,10.8,11.3,1891000,106130,Bank-Statement,1,0,17399,88.8,74.9,671,17,7,3,8,4069106,1346335,1.5,42,17,29,0,4,8,0,0,0,0,0,2,1,6856,1,3720,0,0,10576,0.1,4,126825,82,374214,137649,0.302,1,362113,0,0,323.4,Fair,2.152,0.9,2.152,0.712,0.782,0.825,9.7,1,0,0
304867,DSA,Gold,75000,Tier1,UP,Family-owned,91,1,2,Hindi,Gig,Salaried,1.2,2.9,4666341,301031,CA-Certificate,1,1,279230,69.0,86.3,493,36,5,3,4,55241,96953,0.57,148,33,90,4,6,10,0,0,1,0,0,1,1,76632,1,20707,1,15268,112607,0.374,0,0,32,69584,50193,0.888,0,0,0,1,220.1,Very Poor,0.012,0.626,0.012,0.021,0.816,0.759,8.2,0,0,0
304868,DSA,Gold,25000,Tier3,WB,Owned,90,1,4,Hindi,Govt,Salaried,1.0,2.4,2151596,133041,ITR,1,0,48430,43.1,73.3,620,26,7,1,3,4670212,1138857,1.5,70,19,44,3,3,5,0,1,0,0,0,0,0,0,1,21790,0,0,21790,0.164,2,21397,60,297561,164245,0.54,0,0,1,0,389.8,Poor,2.171,0.836,2.171,0.529,0.833,0.592,13.8,0,1,120000
304869,DSA,Gold,150000,Tier2,MH,Rented,31,0,0,English,Large-Private,Professional,1.3,4.8,1790649,104569,CA-Certificate,1,1,95027,57.4,59.4,727,52,2,2,9,3519984,1302380,1.5,192,3,97,3,3,3,0,0,1,0,0,2,1,23014,1,6860,1,18511,48385,0.463,0,0,0,0,0,0.0,1,175801,0,1,26.6,Good,1.966,0.537,1.966,0.727,0.693,0.191,12.3,0,0,0
304870,DSA,Gold,150000,Tier2,AP,Rented,18,1,3,English,Govt,Salaried,6.8,7.3,2614577,155595,CA-Certificate,1,0,8911,56.7,69.1,386,10,7,1,6,3398094,1203606,1.5,35,23,29,1,5,5,1,0,0,0,0,2,0,0,1,14957,0,0,14957,0.096,0,0,84,97699,39883,0.28,1,651320,0,0,109.0,Very Poor,1.3,0.904,1.3,0.46,0.358,0.777,0.4,0,1,10000
304871,Online,Gold,150000,Tier2,DL,Family-owned,23,1,1,Hindi,Govt,Business-Owner,3.6,4.4,3384783,188738,Form16,0,1,192502,95.1,58.5,443,29,7,0,4,1933073,1822826,1.06,201,4,102,4,7,7,0,0,0,0,0,1,1,68995,1,9084,0,0,78079,0.414,4,473149,39,293136,166112,0.193,1,771983,1,0,742.1,Very Poor,0.571,0.586,0.571,0.539,0.832,0.814,5.1,0,0,0
304872,DSA,Classic,100000,Tier1,RJ,Owned,96,0,0,Hindi,Large-Private,Self-Employed,9.1,10.299999999999999,3546993,216029,None,1,1,204098,60.1,62.0,439,47,6,2,1,1720359,1521776,1.13,107,16,61,1,4,7,1,1,0,0,0,0,0,0,0,0,1,9754,9754,0.045,4,164447,0,0,0,0.0,0,0,0,0,267.8,Very Poor,0.485,0.955,0.485,0.429,0.263,0.147,22.2,0,0,0
304873,DSA,Classic,100000,Tier3,MH,Owned,90,1,2,English,Large-Private,Salaried,7.1,10.3,522012,29968,None,1,1,29944,85.6,40.7,832,11,6,0,2,1254365,1802047,0.696,44,14,29,3,6,6,0,0,0,0,0,2,1,20885,1,27998,1,16299,65182,2.0,1,148810,60,319710,199920,0.855,0,0,0,0,67.3,Excellent,2.403,0.0,2.403,3.452,0.757,0.955,13.7,0,0,0
304874,Online,Platinum,100000,Tier1,AP,Rented,98,0,0,English,Govt,Salaried,5.0,5.6,3718910,243362,ITR,1,1,261972,51.4,43.1,607,10,5,4,4,3558397,415465,1.5,171,3,87,4,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,574.4,Poor,0.957,1.0,0.957,0.112,0.283,0.364,0.3,0,0,0
304875,Branch,Platinum,75000,Tier1,WB,Company-provided,15,1,1,English,Large-Private,Salaried,0.4,1.7999999999999998,258871,15696,Bank-Statement,1,1,15978,82.7,66.0,723,6,1,1,6,882879,338440,1.5,188,19,103,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,24701,102,121186,40496,0.549,1,778705,1,0,85.9,Good,3.41,1.0,3.41,1.307,0.843,0.728,0.1,0,1,15000
304876,Online,Platinum,100000,Tier3,MH,Rented,92,1,4,Hindi,Large-Private,Business-Owner,4.2,8.2,2151042,142162,ITR,1,1,128154,89.7,73.1,644,27,3,4,5,3703895,849884,1.5,178,27,102,2,5,8,0,0,0,1,0,1,1,14367,0,0,0,0,14367,0.101,4,208591,43,337885,208946,0.635,1,252684,0,0,772.3,Poor,1.722,0.899,1.722,0.395,0.602,0.73,10.3,0,0,0
304877,DSA,Classic,75000,Tier3,Others,Owned,63,1,3,Regional,Large-Private,Self-Employed,1.9,2.3,3542130,195630,None,1,1,183210,52.4,65.8,440,11,6,1,2,4694293,1741682,1.5,27,25,26,4,4,5,1,1,0,0,0,0,0,0,0,0,1,19049,19049,0.097,1,480393,80,432765,331674,0.628,1,504243,1,1,666.2,Very Poor,1.325,0.903,1.325,0.492,0.362,0.35,4.6,0,0,0
304878,Branch,Gold,150000,Tier2,WB,Rented,37,1,2,Regional,SME,Professional,5.2,6.1000000000000005,2562875,151585,Bank-Statement,0,1,163192,41.6,72.3,410,13,0,4,6,1617410,1889979,0.856,214,29,121,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,154612,106,61758,32591,0.673,1,261369,0,0,325.1,Very Poor,0.631,1.0,0.631,0.737,0.729,0.567,7.9,0,1,245000
304879,Online,Platinum,100000,Tier2,KA,Rented,112,0,0,Hindi,Large-Private,Self-Employed,0.1,0.2,316358,20465,CA-Certificate,1,1,19746,88.9,43.7,793,33,5,0,4,1469505,452755,1.5,144,32,88,1,5,5,0,0,0,0,0,2,0,0,0,0,1,6388,6388,0.312,2,27111,0,0,0,0.0,0,0,0,1,345.6,Excellent,4.645,0.688,4.645,1.431,0.631,0.172,31.7,0,0,0
304880,Online,Classic,100000,Tier2,MH,Family-owned,59,1,1,English,Gig,Professional,0.4,1.4,4746074,282106,ITR,1,1,303051,82.5,31.9,778,44,2,2,1,2633984,1116267,1.5,30,23,26,2,3,6,1,0,0,0,0,1,0,0,1,27179,0,0,27179,0.096,1,295808,30,324415,199547,0.764,0,0,0,0,583.4,Good,0.555,0.904,0.555,0.235,0.251,0.883,29.7,1,1,55000
304881,Online,Gold,100000,Tier2,TN,Family-owned,92,0,0,Hindi,Large-Private,Self-Employed,3.1,3.2,520236,32876,ITR,1,1,34267,43.4,51.4,601,53,5,1,0,3614746,97241,1.5,135,34,84,3,3,6,0,0,0,0,0,2,0,0,1,14563,1,4932,19495,0.593,3,148979,0,0,0,0.0,0,0,0,0,669.1,Poor,5.0,0.407,6.948,0.187,0.94,0.251,14.3,0,1,10000
304882,DSA,Signature,75000,Tier1,WB,Owned,86,0,0,Hindi,PSU,Salaried,1.1,3.9,449248,26956,ITR,1,1,26250,96.3,33.0,671,56,2,4,9,2146631,1826855,1.175,206,30,118,4,7,8,0,0,1,0,0,2,1,57805,0,0,1,14250,72055,2.0,0,0,0,0,0,0.0,0,0,0,0,861.6,Fair,4.778,0.0,4.778,4.066,0.493,0.355,30.2,0,0,0
304883,Branch,Platinum,75000,Tier2,AP,Owned,68,0,0,Hindi,PSU,Salaried,3.9,5.4,2259388,128250,ITR,0,1,138019,65.1,54.2,602,18,5,3,3,55516,1172453,0.047,59,10,34,1,1,2,0,0,1,0,0,0,0,0,1,9473,1,21793,31266,0.244,0,0,0,0,0,0.0,1,11857,0,0,629.8,Poor,0.025,0.756,0.025,0.519,0.663,0.167,5.0,0,0,0
304884,DSA,Classic,50000,Tier2,DL,Rented,22,0,0,Hindi,PSU,Business-Owner,1.0,3.1,2156751,128171,Form16,1,1,127818,47.5,37.4,521,30,0,1,4,4077203,1466181,1.5,172,13,92,1,4,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0.0,1,471384,0,0,0,0.0,0,0,0,0,121.9,Very Poor,1.89,1.0,1.89,0.68,0.865,0.241,24.8,0,0,0
304885,DSA,Gold,75000,Tier1,WB,Owned,65,0,0,Regional,Govt,Salaried,7.3,8.8,2139823,141313,ITR,1,1,128795,89.9,19.7,566,9,2,3,8,4710872,1825880,1.5,150,17,83,3,3,6,1,1,0,0,0,0,1,9366,0,0,1,13371,22737,0.161,1,139499,0,0,0,0.0,1,569845,0,0,582.2,Poor,2.202,0.839,2.202,0.853,0.177,0.061,0.2,0,0,0
304886,DSA,Gold,75000,Tier3,RJ,Owned,60,0,0,Hindi,Large-Private,Salaried,1.4,6.1,192373,11067,None,1,1,11149,72.3,53.4,596,27,7,3,6,4144296,499520,1.5,190,19,104,0,4,8,0,1,0,0,0,2,1,73324,0,0,0,0,73324,2.0,4,84268,0,0,0,0.0,0,0,0,0,903.8,Poor,5.0,0.0,10.0,2.597,0.664,0.426,11.5,0,0,0
